triplet	gv	count	expected	ratio
ךחי	38	2	2.7	0.735
נםב	92	2	6.1	0.326
ץגש	393	2	0.1	16.416
בכמ	62	2	7.3	0.274
ססכ	140	2	0.2	12.792
הןק	155	2	2.0	0.995
םזר	247	2	1.5	1.315
ףהנ	135	2	0.8	2.434
יךח	38	2	2.7	0.735
ךיו	36	2	11.6	0.173
ינר	260	2	20.2	0.099
סףר	340	2	0.1	16.473
אפם	121	2	4.4	0.452
ץכא	111	2	0.9	2.321
חכל	58	2	4.8	0.419
פיש	390	2	7.6	0.264
רבץ	292	2	1.1	1.820
ךשפ	400	2	0.8	2.482
סנפ	190	2	0.3	5.839
תןק	550	2	1.3	1.554
וםר	246	2	21.0	0.095
קדק	204	2	0.6	3.601
דנז	61	2	0.5	3.645
רקנ	350	2	3.0	0.665
החנ	63	2	7.1	0.281
בקב	104	2	4.5	0.444
האט	15	2	4.9	0.409
תעפ	550	2	3.1	0.643
כוג	29	2	2.0	1.006
הלט	44	2	3.9	0.513
מןד	94	2	1.6	1.287
שיצ	400	2	5.2	0.387
ןענ	170	2	1.7	1.182
סבל	92	2	2.8	0.704
מסס	160	2	0.3	7.626
הקש	405	2	7.3	0.272
םבפ	122	2	2.7	0.747
שפר	580	2	4.4	0.458
צופ	176	2	1.4	1.448
תגמ	443	2	2.0	1.019
נקת	550	2	3.0	0.672
נאק	151	2	4.5	0.446
רדר	404	2	8.3	0.241
ךבח	30	2	1.4	1.417
כשל	350	2	10.4	0.193
בדפ	86	2	1.8	1.126
גול	39	2	5.0	0.402
תתת	1200	2	20.7	0.097
דתכ	424	2	3.9	0.513
אצי	101	2	9.0	0.223
םנג	93	2	0.8	2.526
נרפ	330	2	2.8	0.724
תםנ	490	2	6.7	0.297
צבי	102	2	5.4	0.369
חתס	468	2	1.0	1.925
קצר	390	2	0.9	2.234
צום	136	2	3.4	0.588
טיא	20	2	5.5	0.363
טתי	419	2	3.7	0.547
טיה	24	2	5.7	0.350
שמט	349	2	1.5	1.374
מטת	449	2	1.7	1.193
אגמ	44	2	3.0	0.677
אןא	52	2	11.2	0.179
ץהי	105	2	3.3	0.611
בלט	41	2	2.3	0.878
שדת	704	2	7.1	0.284
ץות	496	2	2.0	0.987
יסק	170	2	1.2	1.675
במפ	122	2	3.6	0.548
עתר	670	2	13.1	0.153
ודך	30	2	2.6	0.776
הפל	115	2	9.3	0.215
ממק	180	2	3.5	0.570
רןק	350	2	1.3	1.537
יחכ	38	2	7.0	0.286
צבל	122	2	3.7	0.540
מסת	500	2	2.1	0.956
עזא	78	2	2.4	0.834
כצא	111	2	2.4	0.817
יבם	52	2	19.6	0.102
נתל	480	2	13.7	0.146
חעמ	118	2	4.2	0.479
בגב	7	2	2.0	0.987
פלט	119	2	0.6	3.338
נלך	100	2	2.6	0.784
גיה	18	2	6.7	0.299
מבק	142	2	4.0	0.503
הכמ	65	2	12.5	0.160
זקמ	147	2	0.5	3.732
אנד	55	2	6.7	0.298
תךפ	500	2	0.9	2.155
ןדב	56	2	1.8	1.137
ףסו	146	2	0.2	9.797
השה	310	2	43.8	0.046
זהצ	102	2	0.6	3.078
רממ	280	2	13.6	0.147
שמפ	420	2	3.5	0.576
זתו	413	2	4.3	0.462
כםק	160	2	1.5	1.302
שאה	306	2	42.3	0.047
קוט	115	2	0.9	2.161
צרר	490	2	3.5	0.578
נצל	170	2	2.2	0.896
צקא	191	2	1.3	1.500
צדה	99	2	2.1	0.965
ללד	64	2	11.7	0.171
רפט	289	2	0.5	3.960
ךשא	321	2	5.1	0.395
צאך	111	2	1.0	2.100
מהפ	125	2	6.2	0.320
טרש	509	2	1.8	1.094
טוט	24	2	0.4	5.622
סבא	63	2	3.6	0.561
ימז	57	2	3.6	0.555
לנב	82	2	12.5	0.161
הבפ	87	2	7.1	0.283
סרא	261	2	4.0	0.506
צפן	220	2	0.2	10.361
םנס	150	2	0.8	2.370
עאח	79	2	7.8	0.256
עעמ	180	2	6.5	0.306
רבז	209	2	2.3	0.852
פומ	126	2	6.8	0.294
אפן	131	2	1.8	1.125
אלם	71	2	22.1	0.090
פאז	88	2	0.9	2.174
גאה	9	2	5.7	0.349
זמר	247	2	2.1	0.965
מוכ	66	2	13.6	0.147
לקש	430	2	5.6	0.355
כמכ	80	2	3.8	0.521
טית	419	2	3.7	0.547
עןל	150	2	3.7	0.541
עקא	171	2	5.1	0.392
נתמ	490	2	9.2	0.218
ילצ	130	2	7.1	0.280
נןפ	180	2	0.6	3.082
פרנ	330	2	2.8	0.724
עדף	154	2	0.2	8.512
רעג	273	2	1.5	1.297
תןש	750	2	4.3	0.468
ןאכ	71	2	3.6	0.562
תנס	510	2	1.4	1.401
יןפ	140	2	2.1	0.964
יןח	68	2	3.5	0.578
חתן	458	2	2.0	1.016
דגר	207	2	1.0	2.070
רגר	403	2	2.5	0.803
ךית	430	2	6.8	0.294
ודת	410	2	13.8	0.145
דפר	284	2	2.0	1.015
םעת	510	2	7.7	0.261
דער	274	2	5.1	0.389
סגל	93	2	0.4	5.454
שןכ	370	2	2.1	0.975
חרד	212	2	3.3	0.609
עננ	170	2	3.9	0.511
סאנ	111	2	2.1	0.930
ךפס	160	2	0.1	17.182
סכב	82	2	1.1	1.759
רפל	310	2	6.0	0.332
בךה	27	2	5.5	0.363
בגפ	85	2	0.5	3.750
אכצ	111	2	2.4	0.817
סףס	200	2	0.0	132.793
אצד	95	2	2.0	1.000
ייז	27	2	7.9	0.254
שענ	420	2	6.2	0.323
םינ	100	2	11.8	0.169
ענש	420	2	6.2	0.323
גלכ	53	2	1.4	1.425
רהס	265	2	4.1	0.488
רנק	350	2	3.0	0.665
םכפ	140	2	1.4	1.419
גחה	16	2	1.5	1.313
לוד	40	2	16.6	0.121
דחמ	52	2	2.6	0.765
טבש	311	2	1.6	1.213
ףאו	87	2	2.5	0.816
ףיש	390	2	1.5	1.369
צנו	146	2	3.2	0.632
םפא	121	2	4.4	0.452
נךש	370	2	1.8	1.084
מסל	130	2	2.5	0.797
לוס	96	2	5.3	0.378
וחד	18	2	5.5	0.362
טאב	12	2	2.9	0.700
קונ	156	2	5.1	0.395
סלף	170	2	0.1	13.883
בחע	80	2	4.7	0.423
ךתב	422	2	3.5	0.567
שלג	333	2	2.5	0.788
רמפ	320	2	4.0	0.494
תצר	690	2	3.4	0.584
ףוע	156	2	1.0	1.964
מזק	147	2	0.5	3.732
חתח	416	2	3.3	0.603
גנת	453	2	1.3	1.493
ספי	150	2	1.1	1.826
םיג	53	2	2.5	0.790
צקת	590	2	0.9	2.259
עמת	510	2	10.4	0.192
ןזה	62	2	0.9	2.117
חןל	88	2	2.4	0.847
דכפ	104	2	0.9	2.138
עדפ	154	2	1.2	1.640
תכן	470	2	2.4	0.847
ןכמ	110	2	1.9	1.052
ףונ	136	2	0.9	2.235
תחצ	498	2	1.4	1.476
לפא	111	2	9.0	0.223
םנח	98	2	2.7	0.743
ןנד	104	2	1.1	1.886
וחח	22	2	5.6	0.355
פוד	90	2	3.3	0.604
פדז	91	2	0.2	8.350
ןסו	116	2	1.0	1.906
פטד	93	2	0.2	10.210
פךס	160	2	0.1	17.182
תרש	900	2	18.2	0.110
םפת	520	2	2.9	0.681
יהט	24	2	5.7	0.350
פדא	85	2	2.9	0.682
לטב	41	2	2.3	0.878
איז	18	2	6.7	0.297
לתכ	450	2	11.9	0.168
םסב	102	2	1.4	1.429
טתע	479	2	1.3	1.535
נטי	69	2	2.0	0.995
סיב	72	2	4.2	0.480
עלס	160	2	1.9	1.026
פדת	484	2	1.9	1.026
דתק	504	2	2.1	0.942
חםש	348	2	4.3	0.470
תכפ	500	2	2.4	0.839
ןסל	140	2	0.7	2.701
תגג	406	2	0.3	6.972
תסמ	500	2	2.1	0.956
יטי	29	2	6.4	0.311
םחט	57	2	0.5	4.062
ןתר	650	2	5.0	0.402
רחצ	298	2	1.4	1.460
ןזי	67	2	1.1	1.881
חשמ	348	2	5.8	0.345
שחו	314	2	12.2	0.164
מןמ	130	2	3.2	0.627
ךסמ	120	2	0.4	5.121
בבד	8	2	6.8	0.296
תרק	700	2	5.5	0.365
שחק	408	2	1.9	1.063
וחא	15	2	21.2	0.094
חהק	113	2	3.4	0.591
אמק	141	2	6.6	0.305
שסו	366	2	3.8	0.522
ןכת	470	2	2.4	0.847
פרק	380	2	1.3	1.522
זמי	57	2	3.6	0.555
פיב	92	2	8.0	0.251
פךו	106	2	1.6	1.268
נחם	98	2	2.7	0.743
הקו	111	2	14.4	0.139
ףמש	420	2	0.7	2.988
העג	78	2	2.4	0.840
היז	22	2	7.0	0.286
אמס	101	2	3.1	0.635
םפק	220	2	0.8	2.604
סיא	71	2	6.9	0.291
םקש	440	2	2.8	0.720
תנצ	540	2	1.9	1.075
דפת	484	2	1.9	1.026
לוק	136	2	11.0	0.181
וןנ	106	2	4.6	0.435
ספק	240	2	0.2	12.271
םצו	136	2	3.4	0.588
וכת	426	2	16.9	0.118
לבק	132	2	5.9	0.338
רבס	262	2	2.4	0.835
וןר	256	2	8.5	0.236
גיל	43	2	5.1	0.389
וננ	106	2	10.6	0.188
סיה	75	2	7.1	0.281
ןתכ	470	2	2.4	0.847
קשב	402	2	4.3	0.466
תצו	496	2	5.8	0.347
וזנ	63	2	2.4	0.841
ךוז	33	2	0.8	2.474
חגש	311	2	0.8	2.362
סיף	150	2	0.2	9.476
רצך	310	2	0.6	3.128
לין	90	2	10.4	0.193
רזב	209	2	2.3	0.852
גשת	703	2	2.1	0.945
ןנג	103	2	0.3	6.283
טוו	21	2	6.0	0.332
םחכ	68	2	2.4	0.851
צונ	146	2	3.2	0.632
יצנ	150	2	3.3	0.612
גבת	405	2	2.2	0.900
םצפ	210	2	0.5	4.165
צףא	171	2	0.2	8.485
שמס	400	2	1.8	1.102
שתפ	780	2	4.3	0.464
בכנ	72	2	5.0	0.401
בלש	332	2	19.7	0.102
מצד	134	2	1.1	1.871
ףוצ	176	2	0.3	7.516
סךש	380	2	0.4	4.748
םתכ	460	2	5.9	0.340
פימ	130	2	7.0	0.284
מךל	90	2	3.7	0.535
שסכ	380	2	1.1	1.848
תפח	488	2	2.0	1.006
לקצ	220	2	1.1	1.883
םפע	190	2	1.8	1.088
בדש	306	2	6.4	0.311
ןככ	90	2	1.1	1.764
שתק	800	2	4.7	0.425
ךלח	58	2	1.9	1.077
ןיו	66	2	14.7	0.136
דרע	274	2	5.1	0.389
קיר	310	2	9.6	0.208
םהד	49	2	7.5	0.267
מחב	50	2	6.1	0.329
לתק	530	2	6.5	0.308
צהי	105	2	9.3	0.215
כסל	110	2	1.5	1.337
דוט	19	2	1.4	1.441
סוד	70	2	1.7	1.155
דמז	51	2	0.8	2.489
מחט	57	2	0.7	2.983
רכא	221	2	15.1	0.132
יאק	111	2	14.3	0.140
אטמ	50	2	2.5	0.792
יבד	16	2	13.0	0.154
אקמ	141	2	6.6	0.305
כךכ	60	2	0.9	2.245
לשג	333	2	2.5	0.788
גתו	409	2	4.1	0.483
רנפ	330	2	2.8	0.724
כחש	328	2	3.5	0.579
קוש	406	2	8.0	0.250
טףב	91	2	0.1	22.789
שכא	321	2	13.0	0.154
שרז	507	2	2.2	0.895
ץטמ	139	2	0.1	20.728
ןתת	850	2	4.9	0.406
לזא	38	2	4.6	0.435
דהז	16	2	1.6	1.283
ינף	140	2	0.9	2.162
שםת	740	2	10.6	0.188
סלה	95	2	4.9	0.411
כןצ	160	2	0.4	5.180
גלב	35	2	2.7	0.750
לתד	434	2	9.7	0.205
פןב	132	2	1.1	1.858
וםט	55	2	2.1	0.956
שפן	430	2	1.0	1.951
בנב	54	2	9.5	0.211
ץהם	135	2	1.1	1.817
מנב	92	2	8.4	0.239
סתפ	540	2	0.6	3.209
רבט	211	2	1.9	1.042
פלע	180	2	3.7	0.536
